commit_sha	commit_time_iso	week_end	metric	value
eec634657d39ca82a61477bb0781c8612d3ca2af	2026-01-29T13:54:59-05:00	2025-12-20	Respiratory illness visits	23.75
eec634657d39ca82a61477bb0781c8612d3ca2af	2026-01-29T13:54:59-05:00	2025-12-20	Respiratory illness hospitalizations	14.6
eec634657d39ca82a61477bb0781c8612d3ca2af	2026-01-29T13:54:59-05:00	2025-12-27	Respiratory illness visits	22.42
eec634657d39ca82a61477bb0781c8612d3ca2af	2026-01-29T13:54:59-05:00	2025-12-27	Respiratory illness hospitalizations	14.76
eec634657d39ca82a61477bb0781c8612d3ca2af	2026-01-29T13:54:59-05:00	2026-01-03	Respiratory illness visits	17.36
eec634657d39ca82a61477bb0781c8612d3ca2af	2026-01-29T13:54:59-05:00	2026-01-03	Respiratory illness hospitalizations	14.14
eec634657d39ca82a61477bb0781c8612d3ca2af	2026-01-29T13:54:59-05:00	2026-01-10	Respiratory illness visits	13.15
eec634657d39ca82a61477bb0781c8612d3ca2af	2026-01-29T13:54:59-05:00	2026-01-10	Respiratory illness hospitalizations	12.03
eec634657d39ca82a61477bb0781c8612d3ca2af	2026-01-29T13:54:59-05:00	2026-01-17	Respiratory illness visits	10.6
eec634657d39ca82a61477bb0781c8612d3ca2af	2026-01-29T13:54:59-05:00	2026-01-17	Respiratory illness hospitalizations	9.92
eec634657d39ca82a61477bb0781c8612d3ca2af	2026-01-29T13:54:59-05:00	2026-01-24	Respiratory illness visits	9.79
eec634657d39ca82a61477bb0781c8612d3ca2af	2026-01-29T13:54:59-05:00	2026-01-24	Respiratory illness hospitalizations	9.47
5365be06c9cef1504a42397c23dd6f75ec39de5e	2026-02-05T14:02:46-05:00	2025-11-15	Respiratory illness visits	9.61
5365be06c9cef1504a42397c23dd6f75ec39de5e	2026-02-05T14:02:46-05:00	2025-11-15	Respiratory illness hospitalizations	8.5
5365be06c9cef1504a42397c23dd6f75ec39de5e	2026-02-05T14:02:46-05:00	2025-11-22	Respiratory illness visits	11.43
5365be06c9cef1504a42397c23dd6f75ec39de5e	2026-02-05T14:02:46-05:00	2025-11-22	Respiratory illness hospitalizations	8.67
5365be06c9cef1504a42397c23dd6f75ec39de5e	2026-02-05T14:02:46-05:00	2025-11-29	Respiratory illness visits	14.91
5365be06c9cef1504a42397c23dd6f75ec39de5e	2026-02-05T14:02:46-05:00	2025-11-29	Respiratory illness hospitalizations	10.14
5365be06c9cef1504a42397c23dd6f75ec39de5e	2026-02-05T14:02:46-05:00	2025-12-06	Respiratory illness visits	16.44
5365be06c9cef1504a42397c23dd6f75ec39de5e	2026-02-05T14:02:46-05:00	2025-12-06	Respiratory illness hospitalizations	10.98
5365be06c9cef1504a42397c23dd6f75ec39de5e	2026-02-05T14:02:46-05:00	2025-12-13	Respiratory illness visits	20.58
5365be06c9cef1504a42397c23dd6f75ec39de5e	2026-02-05T14:02:46-05:00	2025-12-13	Respiratory illness hospitalizations	11.96
5365be06c9cef1504a42397c23dd6f75ec39de5e	2026-02-05T14:02:46-05:00	2025-12-20	Respiratory illness visits	23.7
5365be06c9cef1504a42397c23dd6f75ec39de5e	2026-02-05T14:02:46-05:00	2025-12-20	Respiratory illness hospitalizations	14.6
5365be06c9cef1504a42397c23dd6f75ec39de5e	2026-02-05T14:02:46-05:00	2025-12-27	Respiratory illness visits	22.37
5365be06c9cef1504a42397c23dd6f75ec39de5e	2026-02-05T14:02:46-05:00	2025-12-27	Respiratory illness hospitalizations	14.76
5365be06c9cef1504a42397c23dd6f75ec39de5e	2026-02-05T14:02:46-05:00	2026-01-03	Respiratory illness visits	17.32
5365be06c9cef1504a42397c23dd6f75ec39de5e	2026-02-05T14:02:46-05:00	2026-01-03	Respiratory illness hospitalizations	14.14
5365be06c9cef1504a42397c23dd6f75ec39de5e	2026-02-05T14:02:46-05:00	2026-01-10	Respiratory illness visits	13.15
5365be06c9cef1504a42397c23dd6f75ec39de5e	2026-02-05T14:02:46-05:00	2026-01-10	Respiratory illness hospitalizations	12.03
5365be06c9cef1504a42397c23dd6f75ec39de5e	2026-02-05T14:02:46-05:00	2026-01-17	Respiratory illness visits	10.6
5365be06c9cef1504a42397c23dd6f75ec39de5e	2026-02-05T14:02:46-05:00	2026-01-17	Respiratory illness hospitalizations	9.93
5365be06c9cef1504a42397c23dd6f75ec39de5e	2026-02-05T14:02:46-05:00	2026-01-24	Respiratory illness visits	9.89
5365be06c9cef1504a42397c23dd6f75ec39de5e	2026-02-05T14:02:46-05:00	2026-01-24	Respiratory illness hospitalizations	9.62
5365be06c9cef1504a42397c23dd6f75ec39de5e	2026-02-05T14:02:46-05:00	2026-01-31	Respiratory illness visits	9.31
5365be06c9cef1504a42397c23dd6f75ec39de5e	2026-02-05T14:02:46-05:00	2026-01-31	Respiratory illness hospitalizations	9.32
6964560d8bf71c069c71fac2b3561d45b5611882	2026-02-12T11:00:47-05:00	2025-11-22	Respiratory illness visits	11.43
6964560d8bf71c069c71fac2b3561d45b5611882	2026-02-12T11:00:47-05:00	2025-11-22	Respiratory illness hospitalizations	8.67
6964560d8bf71c069c71fac2b3561d45b5611882	2026-02-12T11:00:47-05:00	2025-11-29	Respiratory illness visits	14.91
6964560d8bf71c069c71fac2b3561d45b5611882	2026-02-12T11:00:47-05:00	2025-11-29	Respiratory illness hospitalizations	10.14
6964560d8bf71c069c71fac2b3561d45b5611882	2026-02-12T11:00:47-05:00	2025-12-06	Respiratory illness visits	16.44
6964560d8bf71c069c71fac2b3561d45b5611882	2026-02-12T11:00:47-05:00	2025-12-06	Respiratory illness hospitalizations	10.98
6964560d8bf71c069c71fac2b3561d45b5611882	2026-02-12T11:00:47-05:00	2025-12-13	Respiratory illness visits	20.58
6964560d8bf71c069c71fac2b3561d45b5611882	2026-02-12T11:00:47-05:00	2025-12-13	Respiratory illness hospitalizations	11.96
6964560d8bf71c069c71fac2b3561d45b5611882	2026-02-12T11:00:47-05:00	2025-12-20	Respiratory illness visits	23.7
6964560d8bf71c069c71fac2b3561d45b5611882	2026-02-12T11:00:47-05:00	2025-12-20	Respiratory illness hospitalizations	14.6
6964560d8bf71c069c71fac2b3561d45b5611882	2026-02-12T11:00:47-05:00	2025-12-27	Respiratory illness visits	22.37
6964560d8bf71c069c71fac2b3561d45b5611882	2026-02-12T11:00:47-05:00	2025-12-27	Respiratory illness hospitalizations	14.76
6964560d8bf71c069c71fac2b3561d45b5611882	2026-02-12T11:00:47-05:00	2026-01-03	Respiratory illness visits	17.32
6964560d8bf71c069c71fac2b3561d45b5611882	2026-02-12T11:00:47-05:00	2026-01-03	Respiratory illness hospitalizations	14.14
6964560d8bf71c069c71fac2b3561d45b5611882	2026-02-12T11:00:47-05:00	2026-01-10	Respiratory illness visits	13.15
6964560d8bf71c069c71fac2b3561d45b5611882	2026-02-12T11:00:47-05:00	2026-01-10	Respiratory illness hospitalizations	12.03
6964560d8bf71c069c71fac2b3561d45b5611882	2026-02-12T11:00:47-05:00	2026-01-17	Respiratory illness visits	10.6
6964560d8bf71c069c71fac2b3561d45b5611882	2026-02-12T11:00:47-05:00	2026-01-17	Respiratory illness hospitalizations	9.93
6964560d8bf71c069c71fac2b3561d45b5611882	2026-02-12T11:00:47-05:00	2026-01-24	Respiratory illness visits	9.9
6964560d8bf71c069c71fac2b3561d45b5611882	2026-02-12T11:00:47-05:00	2026-01-24	Respiratory illness hospitalizations	9.66
6964560d8bf71c069c71fac2b3561d45b5611882	2026-02-12T11:00:47-05:00	2026-01-31	Respiratory illness visits	9.4
6964560d8bf71c069c71fac2b3561d45b5611882	2026-02-12T11:00:47-05:00	2026-01-31	Respiratory illness hospitalizations	9.55
6964560d8bf71c069c71fac2b3561d45b5611882	2026-02-12T11:00:47-05:00	2026-02-07	Respiratory illness visits	9.2
6964560d8bf71c069c71fac2b3561d45b5611882	2026-02-12T11:00:47-05:00	2026-02-07	Respiratory illness hospitalizations	8.62
d6d58680f4c1958de6d3232e589f21d040005715	2026-02-19T14:00:51-05:00	2025-11-29	Respiratory illness visits	14.91
d6d58680f4c1958de6d3232e589f21d040005715	2026-02-19T14:00:51-05:00	2025-11-29	Respiratory illness hospitalizations	10.14
d6d58680f4c1958de6d3232e589f21d040005715	2026-02-19T14:00:51-05:00	2025-12-06	Respiratory illness visits	16.44
d6d58680f4c1958de6d3232e589f21d040005715	2026-02-19T14:00:51-05:00	2025-12-06	Respiratory illness hospitalizations	10.98
d6d58680f4c1958de6d3232e589f21d040005715	2026-02-19T14:00:51-05:00	2025-12-13	Respiratory illness visits	20.58
d6d58680f4c1958de6d3232e589f21d040005715	2026-02-19T14:00:51-05:00	2025-12-13	Respiratory illness hospitalizations	11.96
d6d58680f4c1958de6d3232e589f21d040005715	2026-02-19T14:00:51-05:00	2025-12-20	Respiratory illness visits	23.7
d6d58680f4c1958de6d3232e589f21d040005715	2026-02-19T14:00:51-05:00	2025-12-20	Respiratory illness hospitalizations	14.6
d6d58680f4c1958de6d3232e589f21d040005715	2026-02-19T14:00:51-05:00	2025-12-27	Respiratory illness visits	22.37
d6d58680f4c1958de6d3232e589f21d040005715	2026-02-19T14:00:51-05:00	2025-12-27	Respiratory illness hospitalizations	14.76
d6d58680f4c1958de6d3232e589f21d040005715	2026-02-19T14:00:51-05:00	2026-01-03	Respiratory illness visits	17.32
d6d58680f4c1958de6d3232e589f21d040005715	2026-02-19T14:00:51-05:00	2026-01-03	Respiratory illness hospitalizations	14.14
d6d58680f4c1958de6d3232e589f21d040005715	2026-02-19T14:00:51-05:00	2026-01-10	Respiratory illness visits	13.15
d6d58680f4c1958de6d3232e589f21d040005715	2026-02-19T14:00:51-05:00	2026-01-10	Respiratory illness hospitalizations	12.03
d6d58680f4c1958de6d3232e589f21d040005715	2026-02-19T14:00:51-05:00	2026-01-17	Respiratory illness visits	10.6
d6d58680f4c1958de6d3232e589f21d040005715	2026-02-19T14:00:51-05:00	2026-01-17	Respiratory illness hospitalizations	9.93
d6d58680f4c1958de6d3232e589f21d040005715	2026-02-19T14:00:51-05:00	2026-01-24	Respiratory illness visits	9.9
d6d58680f4c1958de6d3232e589f21d040005715	2026-02-19T14:00:51-05:00	2026-01-24	Respiratory illness hospitalizations	9.66
d6d58680f4c1958de6d3232e589f21d040005715	2026-02-19T14:00:51-05:00	2026-01-31	Respiratory illness visits	9.42
d6d58680f4c1958de6d3232e589f21d040005715	2026-02-19T14:00:51-05:00	2026-01-31	Respiratory illness hospitalizations	9.55
d6d58680f4c1958de6d3232e589f21d040005715	2026-02-19T14:00:51-05:00	2026-02-07	Respiratory illness visits	9.32
d6d58680f4c1958de6d3232e589f21d040005715	2026-02-19T14:00:51-05:00	2026-02-07	Respiratory illness hospitalizations	8.74
d6d58680f4c1958de6d3232e589f21d040005715	2026-02-19T14:00:51-05:00	2026-02-14	Respiratory illness visits	9.46
d6d58680f4c1958de6d3232e589f21d040005715	2026-02-19T14:00:51-05:00	2026-02-14	Respiratory illness hospitalizations	8.38
527aaf3a48735bceffd95c859b959a49f2cc1981	2026-02-26T14:10:59-05:00	2025-12-06	Respiratory illness visits	16.44
527aaf3a48735bceffd95c859b959a49f2cc1981	2026-02-26T14:10:59-05:00	2025-12-06	Respiratory illness hospitalizations	10.98
527aaf3a48735bceffd95c859b959a49f2cc1981	2026-02-26T14:10:59-05:00	2025-12-13	Respiratory illness visits	20.58
527aaf3a48735bceffd95c859b959a49f2cc1981	2026-02-26T14:10:59-05:00	2025-12-13	Respiratory illness hospitalizations	11.96
527aaf3a48735bceffd95c859b959a49f2cc1981	2026-02-26T14:10:59-05:00	2025-12-20	Respiratory illness visits	23.7
527aaf3a48735bceffd95c859b959a49f2cc1981	2026-02-26T14:10:59-05:00	2025-12-20	Respiratory illness hospitalizations	14.6
527aaf3a48735bceffd95c859b959a49f2cc1981	2026-02-26T14:10:59-05:00	2025-12-27	Respiratory illness visits	22.37
527aaf3a48735bceffd95c859b959a49f2cc1981	2026-02-26T14:10:59-05:00	2025-12-27	Respiratory illness hospitalizations	14.76
527aaf3a48735bceffd95c859b959a49f2cc1981	2026-02-26T14:10:59-05:00	2026-01-03	Respiratory illness visits	17.32
527aaf3a48735bceffd95c859b959a49f2cc1981	2026-02-26T14:10:59-05:00	2026-01-03	Respiratory illness hospitalizations	14.14
527aaf3a48735bceffd95c859b959a49f2cc1981	2026-02-26T14:10:59-05:00	2026-01-10	Respiratory illness visits	13.15
527aaf3a48735bceffd95c859b959a49f2cc1981	2026-02-26T14:10:59-05:00	2026-01-10	Respiratory illness hospitalizations	12.03
527aaf3a48735bceffd95c859b959a49f2cc1981	2026-02-26T14:10:59-05:00	2026-01-17	Respiratory illness visits	10.6
527aaf3a48735bceffd95c859b959a49f2cc1981	2026-02-26T14:10:59-05:00	2026-01-17	Respiratory illness hospitalizations	9.93
527aaf3a48735bceffd95c859b959a49f2cc1981	2026-02-26T14:10:59-05:00	2026-01-24	Respiratory illness visits	9.9
527aaf3a48735bceffd95c859b959a49f2cc1981	2026-02-26T14:10:59-05:00	2026-01-24	Respiratory illness hospitalizations	9.66
527aaf3a48735bceffd95c859b959a49f2cc1981	2026-02-26T14:10:59-05:00	2026-01-31	Respiratory illness visits	9.42
527aaf3a48735bceffd95c859b959a49f2cc1981	2026-02-26T14:10:59-05:00	2026-01-31	Respiratory illness hospitalizations	9.55
527aaf3a48735bceffd95c859b959a49f2cc1981	2026-02-26T14:10:59-05:00	2026-02-07	Respiratory illness visits	9.34
527aaf3a48735bceffd95c859b959a49f2cc1981	2026-02-26T14:10:59-05:00	2026-02-07	Respiratory illness hospitalizations	8.75
527aaf3a48735bceffd95c859b959a49f2cc1981	2026-02-26T14:10:59-05:00	2026-02-14	Respiratory illness visits	9.62
527aaf3a48735bceffd95c859b959a49f2cc1981	2026-02-26T14:10:59-05:00	2026-02-14	Respiratory illness hospitalizations	8.57
527aaf3a48735bceffd95c859b959a49f2cc1981	2026-02-26T14:10:59-05:00	2026-02-21	Respiratory illness visits	10.25
527aaf3a48735bceffd95c859b959a49f2cc1981	2026-02-26T14:10:59-05:00	2026-02-21	Respiratory illness hospitalizations	9.25
99cc0d65143673f4ed2c3f7d39b8aeb1cb136fc8	2026-03-05T14:01:18-05:00	2025-12-13	Respiratory illness visits	20.58
99cc0d65143673f4ed2c3f7d39b8aeb1cb136fc8	2026-03-05T14:01:18-05:00	2025-12-13	Respiratory illness hospitalizations	11.96
99cc0d65143673f4ed2c3f7d39b8aeb1cb136fc8	2026-03-05T14:01:18-05:00	2025-12-20	Respiratory illness visits	23.7
99cc0d65143673f4ed2c3f7d39b8aeb1cb136fc8	2026-03-05T14:01:18-05:00	2025-12-20	Respiratory illness hospitalizations	14.6
99cc0d65143673f4ed2c3f7d39b8aeb1cb136fc8	2026-03-05T14:01:18-05:00	2025-12-27	Respiratory illness visits	22.37
99cc0d65143673f4ed2c3f7d39b8aeb1cb136fc8	2026-03-05T14:01:18-05:00	2025-12-27	Respiratory illness hospitalizations	14.76
99cc0d65143673f4ed2c3f7d39b8aeb1cb136fc8	2026-03-05T14:01:18-05:00	2026-01-03	Respiratory illness visits	17.32
99cc0d65143673f4ed2c3f7d39b8aeb1cb136fc8	2026-03-05T14:01:18-05:00	2026-01-03	Respiratory illness hospitalizations	14.14
99cc0d65143673f4ed2c3f7d39b8aeb1cb136fc8	2026-03-05T14:01:18-05:00	2026-01-10	Respiratory illness visits	13.15
99cc0d65143673f4ed2c3f7d39b8aeb1cb136fc8	2026-03-05T14:01:18-05:00	2026-01-10	Respiratory illness hospitalizations	12.03
99cc0d65143673f4ed2c3f7d39b8aeb1cb136fc8	2026-03-05T14:01:18-05:00	2026-01-17	Respiratory illness visits	10.6
99cc0d65143673f4ed2c3f7d39b8aeb1cb136fc8	2026-03-05T14:01:18-05:00	2026-01-17	Respiratory illness hospitalizations	9.93
99cc0d65143673f4ed2c3f7d39b8aeb1cb136fc8	2026-03-05T14:01:18-05:00	2026-01-24	Respiratory illness visits	9.9
99cc0d65143673f4ed2c3f7d39b8aeb1cb136fc8	2026-03-05T14:01:18-05:00	2026-01-24	Respiratory illness hospitalizations	9.66
99cc0d65143673f4ed2c3f7d39b8aeb1cb136fc8	2026-03-05T14:01:18-05:00	2026-01-31	Respiratory illness visits	9.42
99cc0d65143673f4ed2c3f7d39b8aeb1cb136fc8	2026-03-05T14:01:18-05:00	2026-01-31	Respiratory illness hospitalizations	9.55
99cc0d65143673f4ed2c3f7d39b8aeb1cb136fc8	2026-03-05T14:01:18-05:00	2026-02-07	Respiratory illness visits	9.34
99cc0d65143673f4ed2c3f7d39b8aeb1cb136fc8	2026-03-05T14:01:18-05:00	2026-02-07	Respiratory illness hospitalizations	8.75
99cc0d65143673f4ed2c3f7d39b8aeb1cb136fc8	2026-03-05T14:01:18-05:00	2026-02-14	Respiratory illness visits	9.63
99cc0d65143673f4ed2c3f7d39b8aeb1cb136fc8	2026-03-05T14:01:18-05:00	2026-02-14	Respiratory illness hospitalizations	8.58
99cc0d65143673f4ed2c3f7d39b8aeb1cb136fc8	2026-03-05T14:01:18-05:00	2026-02-21	Respiratory illness visits	10.36
99cc0d65143673f4ed2c3f7d39b8aeb1cb136fc8	2026-03-05T14:01:18-05:00	2026-02-21	Respiratory illness hospitalizations	9.35
99cc0d65143673f4ed2c3f7d39b8aeb1cb136fc8	2026-03-05T14:01:18-05:00	2026-02-28	Respiratory illness visits	8.99
99cc0d65143673f4ed2c3f7d39b8aeb1cb136fc8	2026-03-05T14:01:18-05:00	2026-02-28	Respiratory illness hospitalizations	9.05
d223c2b2d6dcb5784c7bd33e0726f0a9f6b56874	2026-03-12T13:51:07-04:00	2025-12-20	Respiratory illness visits	23.7
d223c2b2d6dcb5784c7bd33e0726f0a9f6b56874	2026-03-12T13:51:07-04:00	2025-12-20	Respiratory illness hospitalizations	14.6
d223c2b2d6dcb5784c7bd33e0726f0a9f6b56874	2026-03-12T13:51:07-04:00	2025-12-27	Respiratory illness visits	22.37
d223c2b2d6dcb5784c7bd33e0726f0a9f6b56874	2026-03-12T13:51:07-04:00	2025-12-27	Respiratory illness hospitalizations	14.76
d223c2b2d6dcb5784c7bd33e0726f0a9f6b56874	2026-03-12T13:51:07-04:00	2026-01-03	Respiratory illness visits	17.32
d223c2b2d6dcb5784c7bd33e0726f0a9f6b56874	2026-03-12T13:51:07-04:00	2026-01-03	Respiratory illness hospitalizations	14.14
d223c2b2d6dcb5784c7bd33e0726f0a9f6b56874	2026-03-12T13:51:07-04:00	2026-01-10	Respiratory illness visits	13.15
d223c2b2d6dcb5784c7bd33e0726f0a9f6b56874	2026-03-12T13:51:07-04:00	2026-01-10	Respiratory illness hospitalizations	12.03
d223c2b2d6dcb5784c7bd33e0726f0a9f6b56874	2026-03-12T13:51:07-04:00	2026-01-17	Respiratory illness visits	10.6
d223c2b2d6dcb5784c7bd33e0726f0a9f6b56874	2026-03-12T13:51:07-04:00	2026-01-17	Respiratory illness hospitalizations	9.93
d223c2b2d6dcb5784c7bd33e0726f0a9f6b56874	2026-03-12T13:51:07-04:00	2026-01-24	Respiratory illness visits	9.9
d223c2b2d6dcb5784c7bd33e0726f0a9f6b56874	2026-03-12T13:51:07-04:00	2026-01-24	Respiratory illness hospitalizations	9.66
d223c2b2d6dcb5784c7bd33e0726f0a9f6b56874	2026-03-12T13:51:07-04:00	2026-01-31	Respiratory illness visits	9.42
d223c2b2d6dcb5784c7bd33e0726f0a9f6b56874	2026-03-12T13:51:07-04:00	2026-01-31	Respiratory illness hospitalizations	9.55
d223c2b2d6dcb5784c7bd33e0726f0a9f6b56874	2026-03-12T13:51:07-04:00	2026-02-07	Respiratory illness visits	9.34
d223c2b2d6dcb5784c7bd33e0726f0a9f6b56874	2026-03-12T13:51:07-04:00	2026-02-07	Respiratory illness hospitalizations	8.75
d223c2b2d6dcb5784c7bd33e0726f0a9f6b56874	2026-03-12T13:51:07-04:00	2026-02-14	Respiratory illness visits	9.63
d223c2b2d6dcb5784c7bd33e0726f0a9f6b56874	2026-03-12T13:51:07-04:00	2026-02-14	Respiratory illness hospitalizations	8.58
d223c2b2d6dcb5784c7bd33e0726f0a9f6b56874	2026-03-12T13:51:07-04:00	2026-02-21	Respiratory illness visits	10.29
d223c2b2d6dcb5784c7bd33e0726f0a9f6b56874	2026-03-12T13:51:07-04:00	2026-02-21	Respiratory illness hospitalizations	9.41
d223c2b2d6dcb5784c7bd33e0726f0a9f6b56874	2026-03-12T13:51:07-04:00	2026-02-28	Respiratory illness visits	8.98
d223c2b2d6dcb5784c7bd33e0726f0a9f6b56874	2026-03-12T13:51:07-04:00	2026-02-28	Respiratory illness hospitalizations	9.16
d223c2b2d6dcb5784c7bd33e0726f0a9f6b56874	2026-03-12T13:51:07-04:00	2026-03-07	Respiratory illness visits	8.84
d223c2b2d6dcb5784c7bd33e0726f0a9f6b56874	2026-03-12T13:51:07-04:00	2026-03-07	Respiratory illness hospitalizations	8.5
0d26d6eb87653858c262aef55957f677251daf00	2026-03-19T11:57:36-04:00	2025-12-27	Respiratory illness visits	22.37
0d26d6eb87653858c262aef55957f677251daf00	2026-03-19T11:57:36-04:00	2025-12-27	Respiratory illness hospitalizations	14.76
0d26d6eb87653858c262aef55957f677251daf00	2026-03-19T11:57:36-04:00	2026-01-03	Respiratory illness visits	17.32
0d26d6eb87653858c262aef55957f677251daf00	2026-03-19T11:57:36-04:00	2026-01-03	Respiratory illness hospitalizations	14.14
0d26d6eb87653858c262aef55957f677251daf00	2026-03-19T11:57:36-04:00	2026-01-10	Respiratory illness visits	13.15
0d26d6eb87653858c262aef55957f677251daf00	2026-03-19T11:57:36-04:00	2026-01-10	Respiratory illness hospitalizations	12.03
0d26d6eb87653858c262aef55957f677251daf00	2026-03-19T11:57:36-04:00	2026-01-17	Respiratory illness visits	10.6
0d26d6eb87653858c262aef55957f677251daf00	2026-03-19T11:57:36-04:00	2026-01-17	Respiratory illness hospitalizations	9.93
0d26d6eb87653858c262aef55957f677251daf00	2026-03-19T11:57:36-04:00	2026-01-24	Respiratory illness visits	9.9
0d26d6eb87653858c262aef55957f677251daf00	2026-03-19T11:57:36-04:00	2026-01-24	Respiratory illness hospitalizations	9.66
0d26d6eb87653858c262aef55957f677251daf00	2026-03-19T11:57:36-04:00	2026-01-31	Respiratory illness visits	9.42
0d26d6eb87653858c262aef55957f677251daf00	2026-03-19T11:57:36-04:00	2026-01-31	Respiratory illness hospitalizations	9.55
0d26d6eb87653858c262aef55957f677251daf00	2026-03-19T11:57:36-04:00	2026-02-07	Respiratory illness visits	9.34
0d26d6eb87653858c262aef55957f677251daf00	2026-03-19T11:57:36-04:00	2026-02-07	Respiratory illness hospitalizations	8.75
0d26d6eb87653858c262aef55957f677251daf00	2026-03-19T11:57:36-04:00	2026-02-14	Respiratory illness visits	9.63
0d26d6eb87653858c262aef55957f677251daf00	2026-03-19T11:57:36-04:00	2026-02-14	Respiratory illness hospitalizations	8.58
0d26d6eb87653858c262aef55957f677251daf00	2026-03-19T11:57:36-04:00	2026-02-21	Respiratory illness visits	10.29
0d26d6eb87653858c262aef55957f677251daf00	2026-03-19T11:57:36-04:00	2026-02-21	Respiratory illness hospitalizations	9.41
0d26d6eb87653858c262aef55957f677251daf00	2026-03-19T11:57:36-04:00	2026-02-28	Respiratory illness visits	8.99
0d26d6eb87653858c262aef55957f677251daf00	2026-03-19T11:57:36-04:00	2026-02-28	Respiratory illness hospitalizations	9.17
0d26d6eb87653858c262aef55957f677251daf00	2026-03-19T11:57:36-04:00	2026-03-07	Respiratory illness visits	8.93
0d26d6eb87653858c262aef55957f677251daf00	2026-03-19T11:57:36-04:00	2026-03-07	Respiratory illness hospitalizations	8.65
0d26d6eb87653858c262aef55957f677251daf00	2026-03-19T11:57:36-04:00	2026-03-14	Respiratory illness visits	9.27
0d26d6eb87653858c262aef55957f677251daf00	2026-03-19T11:57:36-04:00	2026-03-14	Respiratory illness hospitalizations	8.45
524b5edf1d2351ba5f22f6679dca51d33cf8e8a1	2026-03-26T14:02:56-04:00	2026-01-03	Respiratory illness visits	17.32
524b5edf1d2351ba5f22f6679dca51d33cf8e8a1	2026-03-26T14:02:56-04:00	2026-01-03	Respiratory illness hospitalizations	14.14
524b5edf1d2351ba5f22f6679dca51d33cf8e8a1	2026-03-26T14:02:56-04:00	2026-01-10	Respiratory illness visits	13.15
524b5edf1d2351ba5f22f6679dca51d33cf8e8a1	2026-03-26T14:02:56-04:00	2026-01-10	Respiratory illness hospitalizations	12.03
524b5edf1d2351ba5f22f6679dca51d33cf8e8a1	2026-03-26T14:02:56-04:00	2026-01-17	Respiratory illness visits	10.6
524b5edf1d2351ba5f22f6679dca51d33cf8e8a1	2026-03-26T14:02:56-04:00	2026-01-17	Respiratory illness hospitalizations	9.93
524b5edf1d2351ba5f22f6679dca51d33cf8e8a1	2026-03-26T14:02:56-04:00	2026-01-24	Respiratory illness visits	9.9
524b5edf1d2351ba5f22f6679dca51d33cf8e8a1	2026-03-26T14:02:56-04:00	2026-01-24	Respiratory illness hospitalizations	9.66
524b5edf1d2351ba5f22f6679dca51d33cf8e8a1	2026-03-26T14:02:56-04:00	2026-01-31	Respiratory illness visits	9.42
524b5edf1d2351ba5f22f6679dca51d33cf8e8a1	2026-03-26T14:02:56-04:00	2026-01-31	Respiratory illness hospitalizations	9.55
524b5edf1d2351ba5f22f6679dca51d33cf8e8a1	2026-03-26T14:02:56-04:00	2026-02-07	Respiratory illness visits	9.34
524b5edf1d2351ba5f22f6679dca51d33cf8e8a1	2026-03-26T14:02:56-04:00	2026-02-07	Respiratory illness hospitalizations	8.75
524b5edf1d2351ba5f22f6679dca51d33cf8e8a1	2026-03-26T14:02:56-04:00	2026-02-14	Respiratory illness visits	9.63
524b5edf1d2351ba5f22f6679dca51d33cf8e8a1	2026-03-26T14:02:56-04:00	2026-02-14	Respiratory illness hospitalizations	8.58
524b5edf1d2351ba5f22f6679dca51d33cf8e8a1	2026-03-26T14:02:56-04:00	2026-02-21	Respiratory illness visits	10.29
524b5edf1d2351ba5f22f6679dca51d33cf8e8a1	2026-03-26T14:02:56-04:00	2026-02-21	Respiratory illness hospitalizations	9.41
524b5edf1d2351ba5f22f6679dca51d33cf8e8a1	2026-03-26T14:02:56-04:00	2026-02-28	Respiratory illness visits	8.99
524b5edf1d2351ba5f22f6679dca51d33cf8e8a1	2026-03-26T14:02:56-04:00	2026-02-28	Respiratory illness hospitalizations	9.17
524b5edf1d2351ba5f22f6679dca51d33cf8e8a1	2026-03-26T14:02:56-04:00	2026-03-07	Respiratory illness visits	8.93
524b5edf1d2351ba5f22f6679dca51d33cf8e8a1	2026-03-26T14:02:56-04:00	2026-03-07	Respiratory illness hospitalizations	8.67
524b5edf1d2351ba5f22f6679dca51d33cf8e8a1	2026-03-26T14:02:56-04:00	2026-03-14	Respiratory illness visits	9.39
524b5edf1d2351ba5f22f6679dca51d33cf8e8a1	2026-03-26T14:02:56-04:00	2026-03-14	Respiratory illness hospitalizations	8.58
524b5edf1d2351ba5f22f6679dca51d33cf8e8a1	2026-03-26T14:02:56-04:00	2026-03-21	Respiratory illness visits	10.25
524b5edf1d2351ba5f22f6679dca51d33cf8e8a1	2026-03-26T14:02:56-04:00	2026-03-21	Respiratory illness hospitalizations	8.69
7100a58c29033afa3fdc7f10fd0a2dae42da9c24	2026-04-02T14:24:14-04:00	2026-01-10	Respiratory illness visits	13.15
7100a58c29033afa3fdc7f10fd0a2dae42da9c24	2026-04-02T14:24:14-04:00	2026-01-10	Respiratory illness hospitalizations	12.03
7100a58c29033afa3fdc7f10fd0a2dae42da9c24	2026-04-02T14:24:14-04:00	2026-01-17	Respiratory illness visits	10.6
